CustomerID,FullName,Age,Gender,Country,SignupDate,PurchaseAmount,Email
101386,Zola Martinez,42,nan,nan,2023-10-19,390.68,zola.martinez599@example.com
101035,Jennifer Okafor,32,Female,U.S.A,2022-10-19,205.59,jennifer.okafor705@example.com
100245,Elizabeth Martinez,41,male,United States,2021-06-02,,elizabeth.martinez553@example.com
100221,elizabeth abara,26,nan,uk,15/03/2021,$175.01,elizabeth.abara168@example.com
100869,  Zola   Ndlovu  ,35,f,USA,04/01/2023,284.4,zola.ndlovu65@example.com
101095,Susan Garcia,67,M,Nigeria,2022-07-30,-119.86,susan.garcia415@example.com
100184,  Patricia   Davis  ,66,female,U.K.,02-May-2021,350.4,patricia.davis530@example.com
100253,Robert Okafor,41,Male,Canada,2024-01-10,236.48,robert.okafor635@example.com
100754,Zola Williams,22,F,nigeria,01-Feb-2022,200.20,zola.williams86@example.com
100864,david jones,282,male,Kenya,2020-03-14,176.63,david.jones848@example.com
100225,AMARA RODRIGUEZ,44,nan,uk,2024-03-28,$162.27,amara.rodriguez99@example.com
101058,Richard Garcia,18,nan,Nigeria,2024/04/24,12234.12,richard.garcia810@example.com
100216,jessica garcia,58,M,nigeria,24-Apr-2020,111.10,jessica.garcia233@example.com
100599,Linda Abara,54,Male,uk,2021-11-02,176.74,linda.abara196@example.com
100550,  Wanjiru   Smith  ,55,nan,USA,2022/11/09,2586.54,wanjiru.smith641@example.com
101147,Patricia Brown,27,nan,us,2022-08-07,$249.19,patricia.brown523@example.com
100259,Chidi Davis,68,Male,U.S.A,05-May-2023,80.14,chidi.davis90@example.com
100316,Mary Rodriguez,24,nan,Canada,22-Oct-2022,$95.72,mary.rodriguez753@example.com
100181,Wanjiru Mensah,31,female,us,,86.94,wanjiru.mensah106@example.com
101009,Jessica Okafor,72,Male,U.K.,2023-03-17,89.04,jessica.okafor160@example.com
100926,CHIDI JONES,23,Female,CANADA,10/13/2023,,chidi.jones236@example.com
100092,Joseph Davis,40,female,us,24/08/2022,21.74,joseph.davis730@example.com
100878,Linda Ndlovu,64,nan,UK,2020/07/20,111.0,linda.ndlovu708@example.com
100909,Linda Garcia,52,MALE,nan,,129.30,lindagarciaAT example dot com
100500,Jessica Kimani,24,nan,CANADA,25/10/2024,$122.51,jessica.kimani597@example.com
100595,JAMES MARTINEZ,,nan,canada,06-Aug-2023,$94.32,james.martinez120@example.com
101418,Amara Williams,70,MALE,nan,06/05/2021,82.63,amara.williams72@example.com
100317,Wanjiru Ndlovu,61,nan,U.K.,2023/01/30,147.6,wanjiru.ndlovu961@example.com
100618,Richard Johnson,72,Male,nan,21-Dec-2020,456.06,richard.johnson958@example.com
100294,Wanjiru Abara,60,nan,Nigeria,24-Dec-2023,110.86,wanjiru.abara363@example.com
100985,Chidi Williams,50,male,canada,08/08/2023,209.21,chidi.williams715@example.com
101396,Jennifer Abara,40,Female,Kenya,09-Oct-2020,-109.44,jenniferabaraAT example dot com
100060,Mary Ndlovu,36,Male,us,,$100.60,mary.ndlovu567@example.com
100691,WANJIRU SMITH,,Female,U.S.A,30/12/2021,$62.29,wanjiru.smith91@example.com
100250,  Jennifer   Brown  ,60,F,United Kingdom,09-Jun-2022,$117.49,jennifer.brown114@example.com
101137,Karen Okafor,68,nan,CANADA,2024-10-28,77.47,karen.okafor769@example.com
100277,Jessica Brown,63,Female,United States,24/06/2022,77.52,jessica.brown681@example.com
100973,Barbara Abara,21,Male,Kenya,05/30/2020,116.6,barbara.abara649@example.com
100038,  Wanjiru   Miller  ,61,F,U.S.A,02/03/2021,15724.58,wanjiru.miller109@example.com
100584,RICHARD MARTINEZ,68,female,kenya,06/15/2021,120.4,richard.martinez745@example.com
100631,Michael Garcia,34,MALE,Canada,,-246.0,michael.garcia657@example.com
100077,James Kimani,30,f,us,,222.7,james.kimani156@example.com
100287,David Miller,58,nan,United Kingdom,10/29/2021,62.75,david.miller248@example.com
101408,  Linda   Johnson  ,37,F,U.S.A,2024/04/21,207.62,linda.johnson468@example.com
100614,Charles Johnson,67,nan,U.S.A,16-Aug-2021,$25.22,charles.johnson228@example.com
101340,Elizabeth Rodriguez,19,female,Kenya,11/08/2020,91.73,elizabeth.rodriguez621@example.com
101417,JENNIFER ABARA,45,M,uk,2020-09-01,40.81,jennifer.abara58@example.com
101241,  Zola   Miller  ,66,female,Canada,10/10/2022,129.91,zola.miller428@example.com
100702,THOMAS GARCIA,37,M,Canada,07/10/2023,,thomas.garcia641@example.com
101106,Robert Rodriguez,63,nan,U.K.,10/06/2024,70.53,robert.rodriguez526@example.com
100031,Patricia Martinez,45,M,United Kingdom,01-Nov-2023,$149.11,patricia.martinez283@example.com
100616,William Abara,20,nan,nan,10-Mar-2021,-96.63,william.abara694@example.com
101415,Charles Martinez,73,Male,UK,2020/11/17,200.86,charles.martinez795@example.com
100172,  Wanjiru   Mensah  ,43,female,U.K.,2024/05/27,-178.51,wanjiru.mensah598@example.com
100994,Elizabeth Garcia,73,f,United Kingdom,not available,124.04,elizabeth.garcia363@example.com
100095,Susan Garcia,28,nan,Canada,2021/08/14,33.66,susan.garcia436@example.com
100069,Robert Garcia,52,Female,canada,17-Feb-2022,99.97,robert.garcia736@example.com
100348,Charles Ndlovu,74,Male,Nigeria,2022-08-15,280.18,charles.ndlovu667@example.com
101208,James Williams,-7,nan,nigeria,,382.99,james.williams937@example.com
101078,Amara Garcia,23,nan,U.S.A,2024/10/03,65.19,amara.garcia8@example.com
100354,Susan Brown,50,m,Kenya,2022-03-30,164.61,susan.brown191@example.com
100539,  Zola   Abara  ,53,male,nan,2020/12/23,143.37,zolaabaraAT example dot com
101426,Patricia Williams,68,female,CANADA,04/24/2021,181.22,patricia.williams105@example.com
100326,Richard Okafor,62,Female,UK,2023-09-18,344.23,richard.okafor862@example.com
101327,Thomas Abara,38,nan,USA,,45.96,thomas.abara478@example.com
100473,wanjiru martinez,-5,nan,canada,2022-09-03,137.99,wanjiru.martinez154@example.com
100298,Kwame Jones,29,M,CANADA,2023-05-23,478.38,kwame.jones92@example.com
101107,Joseph Ndlovu,44,nan,KENYA,25/11/2024,$60.01,joseph.ndlovu314@example.com
100662,Jessica Smith,31,nan,us,20-Feb-2021,$119.36,jessica.smith624@example.com
100750,  Robert   Abara  ,71,male,United Kingdom,2024/03/30,355.54,robert.abara301@example.com
100484,Linda Brown,42 years,F,Nigeria,2023-10-08,225.32,linda.brown776@example.com
100755,William Davis,50,female,USA,2022/03/09,73.35,william.davis98@example.com
100535,david okafor,38,male,CANADA,08-May-2024,171.29,david.okafor924@example.com
100819,amara jones,53,nan,CANADA,2022-01-31,80.67,amara.jones203@example.com
100720,  Zola   Mensah  ,19,nan,U.K.,2022-02-18,142.66,
100144,  Sarah   Garcia  ,59,nan,KENYA,19-Oct-2023,169.83,sarah.garcia272@example.com
101299,WANJIRU KIMANI,,female,canada,not available,53.88,wanjiru.kimani354@example.com
100296,Karen Okafor,68,Female,nan,2022-05-02,60.01,
100871,Linda Williams,24,nan,nan,28-May-2023,79.02,linda.williams733@example.com
100243,Linda Smith,67,Male,U.S.A,10/11/2021,102.14,linda.smith609@example.com
100461,  William   Kimani  ,36,nan,us,2023-12-31,88.75,william.kimani582@example.com
101090,Robert Abara,210,nan,nan,12-Nov-2022,$159.93,
100526,Thomas Okafor,70,M,KENYA,12/04/2024,5762.28,thomas.okafor759@example.com
101438,kwame garcia,51,male,UK,,64.3,
101210,Joseph Johnson,54,nan,Kenya,not available,8448.61,joseph.johnson303@example.com
100569,  William   Williams  ,58,nan,U.K.,not available,104.26,
100476,SARAH MENSAH,39,Male,Nigeria,10-Apr-2023,$105.25,
100768,  Barbara   Jones  ,37,nan,Nigeria,2022/02/06,252.78,barbarajonesAT example dot com
100833,Richard Martinez,31,nan,Nigeria,11/10/2020,149.08,richard.martinez506@example.com
100762,Susan Martinez,23,Male,U.K.,11/25/2022,166.99,susan.martinez468@example.com
100914,  James   Martinez  ,-19,m,United Kingdom,08/09/2023,$184.54,james.martinez174@example.com
100271,  Amara   Miller  ,41,m,kenya,01/04/2020,85.53,amara.miller466@example.com
101401,Patricia Abara,62,nan,UK,11/08/2024,-118.49,patricia.abara91@example.com
100327,Michael Mensah,58,male,uk,06/05/2021,110.12,michael.mensah860@example.com
101072,Susan Abara,62,female,U.S.A,2023-03-08,$203.44,susan.abara519@example.com
101154,  Elizabeth   Rodriguez  ,60,Male,United Kingdom,2024/04/17,110.98,elizabeth.rodriguez419@example.com
101098,Robert Jones,44,nan,canada,06/10/2022,201.21,robert.jones790@example.com
101498,Robert Miller,66,F,nigeria,16/08/2024,143.54,robert.miller131@example.com
100925,John Kimani,43,nan,United States,,$373.38,john.kimani191@example.com
101163,richard davis,25,female,UK,06/06/2024,136.85,richard.davis824@example.com
101434,  Mary   Garcia  ,62,M,Nigeria,2024/06/26,180.68,
100813,Joseph Davis,41,Male,uk,09/20/2021,-151.1,joseph.davis140@example.com
101334,Joseph Jones,29 years,Male,U.S.A,06/13/2022,$113.37,josephjonesAT example dot com
100155,Karen Okafor,71,nan,USA,23/05/2024,216.91,karen.okafor232@example.com
100405,Michael Kimani,29,Female,U.S.A,2022-11-07,939.47,michael.kimani207@example.com
101275,Sarah Kimani,36,f,Canada,18/04/2021,49.34,sarah.kimani109@example.com
100687,Kwame Martinez,19,Male,USA,03/04/2020,50.08,kwamemartinezAT example dot com
100057,Chidi Miller,43,Male,canada,12/25/2022,68.22,chidi.miller271@example.com
101395,  Karen   Jones  ,31,male,United Kingdom,not available,$152.39,karen.jones744@example.com
100121,Charles Ndlovu,35,nan,uk,14-Aug-2024,$158.86,charles.ndlovu797@example.com
100788,  Robert   Garcia  ,60,nan,Kenya,04-Sep-2020,49.35,
101111,MICHAEL OKAFOR,38,Female,USA,05/19/2024,$185.68,michael.okafor586@example.com
101172,Michael Smith,26,Male,U.S.A,07-Jul-2023,88.32,michael.smith341@example.com
101178,amara mensah,31,nan,Kenya,24-Jul-2023,40.19,amara.mensah475@example.com
101242,BARBARA JONES,71,Male,United States,,260.31,barbara.jones547@example.com
100464,Chidi Ndlovu,37,nan,KENYA,2024/07/31,73.46,chidindlovuAT example dot com
100607,michael rodriguez,63,M,United Kingdom,30-Aug-2024,127.02,michael.rodriguez661@example.com
101465,Richard Brown,34,Male,United States,2021/12/05,-85.98,
101300,susan okafor,34,nan,Canada,2023/03/21,,susan.okafor785@example.com
100480,charles okafor,54,Male,CANADA,18/10/2020,84.2,charles.okafor731@example.com
100670,amara smith,18,male,Kenya,11-Mar-2020,94.87,amara.smith520@example.com
100939,Jennifer Johnson,22,m,United Kingdom,,108.12,jennifer.johnson523@example.com
101184,robert davis,57,Male,United Kingdom,not available,152.31,robert.davis196@example.com
100847,Susan Mensah,42,female,USA,2023-10-01,-109.92,susan.mensah13@example.com
100104,Barbara Williams,40,MALE,United States,2020/01/07,16.69,
100222,John Brown,65,M,Canada,28-Sep-2020,16682.02,john.brown586@example.com
100386,zola johnson,18,nan,United Kingdom,09/09/2024,$32.71,zola.johnson485@example.com
101189,James Johnson,55,FEMALE,Kenya,09-Aug-2021,130.72,jamesjohnsonAT example dot com
100865,Patricia Ndlovu,39,Male,kenya,2020-07-29,95.92,patricia.ndlovu408@example.com
100770,John Davis,58,nan,USA,21-Dec-2023,66.3,john.davis382@example.com
100086,Kwame Garcia,42,Male,KENYA,not available,110.83,kwame.garcia168@example.com
100563,Susan Abara,52,Female,United Kingdom,2021/06/19,,susan.abara113@example.com
101311,  Susan   Kimani  ,42,nan,CANADA,11-Mar-2023,233.82,susan.kimani220@example.com
100260,KWAME BROWN,29,MALE,United Kingdom,11/17/2022,188.02,kwame.brown655@example.com
100675,Jessica Johnson,68,Male,USA,13/12/2021,164.32,jessica.johnson562@example.com
100360,  Linda   Rodriguez  ,62,Female,kenya,12/29/2021,$456.81,linda.rodriguez927@example.com
100613,thomas brown,25,F,Nigeria,23-Jun-2022,108.48,thomas.brown784@example.com
101084,Michael Okafor,21,M,Nigeria,24/03/2022,120.72,michael.okafor177@example.com
100544,William Davis,54,nan,United States,10/08/2021,74.10,
101007,Jessica Jones,29,nan,Canada,16/12/2023,25.2,jessica.jones423@example.com
100928,  Karen   Kimani  ,26,nan,United Kingdom,03/21/2024,,karen.kimani3@example.com
101439,Thomas Ndlovu,49,nan,canada,2024-02-20,3581.34,thomas.ndlovu701@example.com
100768,  Barbara   Jones  ,37,nan,Nigeria,2022/02/06,252.78,barbarajonesAT example dot com
100016,Amara Abara,42,M,USA,23/03/2021,$86.31,amara.abara115@example.com
101038,Joseph Brown,68,nan,us,2020-12-30,91.49,joseph.brown730@example.com
100735,John Okafor,46,Female,U.S.A,2020-12-07,112.04,john.okafor817@example.com
100685,KWAME WILLIAMS,23,nan,UK,09/11/2024,,kwame.williams862@example.com
100597,  Linda   Mensah  ,-23,Male,KENYA,2020-05-24,70.24,linda.mensah602@example.com
100005,  Elizabeth   Rodriguez  ,49,Male,Nigeria,03-Mar-2022,226.63,elizabeth.rodriguez8@example.com
100757,Linda Williams,29,Male,UK,2021/06/05,153.64,linda.williams707@example.com
100422,CHARLES DAVIS,60,m,CANADA,2022/03/17,$208.51,charles.davis942@example.com
100910,  David   Miller  ,27,Female,United Kingdom,08/18/2023,-45.57,david.miller212@example.com
101100,Kwame Miller,48,Male,uk,2020/06/06,$201.60,kwame.miller242@example.com
100759,Kwame Miller,34,Female,U.K.,10/02/2023,239.46,kwame.miller792@example.com
101183,Chidi Smith,56,Female,CANADA,29/08/2023,216.91,chidi.smith538@example.com
101185,Wanjiru Johnson,49,Female,uk,2021/07/16,-89.21,wanjiru.johnson957@example.com
100821,  Thomas   Johnson  ,44,M,nigeria,03/14/2020,74.31,thomas.johnson385@example.com
100315,Joseph Martinez,40 years,female,us,2023-04-29,-136.91,josephmartinezAT example dot com
101454,Patricia Garcia,,Male,KENYA,10/18/2020,$27.50,patricia.garcia998@example.com
100576,Kwame Miller,24,F,canada,31/12/2020,13520.18,
101133,Richard Ndlovu,-18,MALE,USA,2024-06-12,$153.28,richard.ndlovu535@example.com
100365,Sarah Garcia,30,Female,Canada,2023/04/04,201.42,sarah.garcia303@example.com
100503,James Martinez,,F,United Kingdom,02/04/2023,133.56,james.martinez359@example.com
100699,Thomas Kimani,47,Female,UK,03-Oct-2022,109.56,thomas.kimani739@example.com
101216,Amara Mensah,55,F,KENYA,2020-03-31,200.02,amara.mensah233@example.com
100954,Mary Mensah,41,m,KENYA,28-Mar-2024,183.39,mary.mensah520@example.com
100151,KAREN OKAFOR,,Female,Nigeria,14-Apr-2023,91.71,karen.okafor415@example.com
100377,Mary Kimani,69,M,U.S.A,08/08/2020,203.17,mary.kimani981@example.com
101366,Susan Kimani,23,male,United States,10/18/2022,90.9,susan.kimani259@example.com
100372,James Davis,52,nan,U.K.,not available,101.98,james.davis915@example.com
101469,  Susan   Johnson  ,68,M,Canada,19/11/2024,199.82,susan.johnson828@example.com
100605,Jessica Abara,,Male,Kenya,2023-08-29,-94.4,jessica.abara15@example.com
100572,Kwame Okafor,48,nan,nan,2021/09/15,204.84,kwameokaforAT example dot com
101321,Jessica Brown,69,nan,uk,11-Oct-2021,,jessica.brown210@example.com
101372,  David   Rodriguez  ,54,Female,canada,08/27/2021,145.29,david.rodriguez537@example.com
100751,William Abara,57,Female,canada,2022-07-05,70.78,william.abara231@example.com
101430,  Sarah   Johnson  ,,Female,Nigeria,26/06/2020,475.29,sarah.johnson68@example.com
100577,SUSAN RODRIGUEZ,25,FEMALE,CANADA,05/24/2020,40.04,susan.rodriguez926@example.com
101015,Thomas Miller,,nan,Canada,26/06/2024,152.28,
100936,Patricia Garcia,18,Female,canada,,$105.55,patricia.garcia977@example.com
100202,Amara Smith,33,Male,nan,2023-03-01,141.6,amara.smith918@example.com
100079,Wanjiru Jones,21,nan,nan,20/04/2021,57.05,wanjiru.jones452@example.com
100784,ZOLA JOHNSON,48,M,Canada,20-Jan-2024,-213.44,zola.johnson659@example.com
100352,Elizabeth Rodriguez,,F,Nigeria,10-Aug-2022,208.76,elizabeth.rodriguez141@example.com
100976,William Davis,51 years,F,KENYA,2020/02/21,18.9,william.davis176@example.com
100056,  John   Garcia  ,26,Male,U.K.,09/29/2024,64.77,john.garcia53@example.com
101001,wanjiru kimani,66,nan,canada,2024-09-09,169.25,wanjiru.kimani803@example.com
100426,Charles Okafor,43,nan,U.S.A,23/07/2021,20.12,charles.okafor694@example.com
100933,Jessica Ndlovu,21,female,nan,12/02/2024,$122.01,jessica.ndlovu530@example.com
100923,Joseph Kimani,,nan,KENYA,16-May-2022,242.52,joseph.kimani548@example.com
100449,Patricia Okafor,65,f,UK,29-May-2020,272.58,patricia.okafor140@example.com
101240,Zola Martinez,24 years,nan,canada,2020/07/29,105.07,zola.martinez489@example.com
100646,  Charles   Smith  ,60,nan,U.K.,2021-10-07,127.88,charlessmithAT example dot com
100124,Elizabeth Davis,44,nan,canada,not available,128.14,elizabeth.davis36@example.com
101335,Chidi Kimani,235,nan,KENYA,24/08/2022,5638.98,chidi.kimani232@example.com
101455,Joseph Rodriguez,43,nan,nigeria,29/06/2020,481.61,joseph.rodriguez414@example.com
100794,THOMAS JOHNSON,261,Male,U.S.A,2021/12/12,76.98,thomas.johnson300@example.com
100872,Kwame Garcia,47,nan,nigeria,02-Feb-2024,160.83,kwame.garcia391@example.com
100610,  Robert   Jones  ,35,nan,uk,2023/09/03,$84.17,robertjonesAT example dot com
101028,barbara smith,67,nan,Kenya,11-Aug-2024,142.59,barbara.smith289@example.com
100212,Mary Mensah,23,Male,KENYA,2022/01/06,$157.82,mary.mensah764@example.com
100660,Mary Abara,57,nan,uk,26/12/2022,$162.06,mary.abara125@example.com
100556,Thomas Martinez,220,female,CANADA,03/12/2024,236.3,
100204,James Martinez,58,nan,UK,2024/09/28,$71.20,james.martinez615@example.com
100191,ELIZABETH JONES,67,nan,nan,04/10/2021,$186.39,elizabeth.jones184@example.com
100409,Linda Davis,52 years,male,Canada,,-220.32,linda.davis76@example.com
100393,Linda Davis,202,M,us,21-Jul-2022,$49.07,linda.davis67@example.com
100677,  Robert   Miller  ,40,Male,nigeria,2023/09/24,148.32,robert.miller870@example.com
101158,Sarah Mensah,20,nan,United Kingdom,31/01/2021,255.18,sarah.mensah535@example.com
100783,Barbara Miller,28,nan,USA,24/09/2020,47.35,barbara.miller690@example.com
101457,RICHARD SMITH,36,Female,kenya,12/05/2022,28.02,richard.smith799@example.com
100606,michael johnson,61,nan,us,01/09/2021,149.83,michael.johnson931@example.com
100551,John Williams,68,male,us,2024/11/30,$158.12,john.williams408@example.com
100170,  Richard   Smith  ,26,Male,UK,,7418.77,richard.smith799@example.com
100659,  Sarah   Garcia  ,42,Female,canada,,,sarah.garcia797@example.com
100183,  David   Mensah  ,42,nan,Kenya,08/26/2021,140.01,david.mensah382@example.com
100825,John Johnson,43,Male,U.K.,2021-03-13,86.72,
100899,Richard Smith,32,M,CANADA,24/09/2024,$274.81,richard.smith165@example.com
101254,William Ndlovu,157,F,USA,13/01/2023,68.1,william.ndlovu386@example.com
101193,Kwame Kimani,47,nan,uk,not available,$40.07,kwame.kimani482@example.com
100635,Jessica Mensah,56,m,UK,10-Nov-2021,8225.02,
100553,Sarah Miller,60,F,Nigeria,2021/07/16,136.45,sarah.miller299@example.com
100267,Michael Mensah,40,Female,canada,2023-01-10,120.63,michael.mensah712@example.com
100102,  Amara   Johnson  ,44,nan,nan,06/29/2021,465.73,amara.johnson765@example.com
100695,Amara Smith,66,nan,us,2024/10/31,76.0,amara.smith100@example.com
100995,THOMAS WILLIAMS,41,male,U.K.,14-Sep-2022,51.99,thomas.williams681@example.com
100592,  Barbara   Martinez  ,52,nan,nigeria,05/01/2021,38.8,barbara.martinez580@example.com
100431,jessica kimani,62,Female,United Kingdom,,205.07,jessica.kimani989@example.com
100826,  Mary   Johnson  ,28,nan,U.S.A,09/24/2022,244.83,mary.johnson605@example.com
101389,Elizabeth Martinez,,female,KENYA,31-Jul-2020,154.37,elizabeth.martinez990@example.com
100671,Kwame Abara,52,nan,USA,2023-10-14,206.32,kwame.abara775@example.com
100571,Amara Ndlovu,28,FEMALE,CANADA,2023/10/05,,
100235,William Okafor,74,FEMALE,Nigeria,02/07/2023,$269.93,william.okafor246@example.com
100938,  Mary   Smith  ,39,nan,UK,10-Mar-2022,77.25,mary.smith533@example.com
100724,  Elizabeth   Kimani  ,73,Male,CANADA,11/10/2022,72.85,
101151,Jennifer Jones,54,nan,UK,11/27/2022,200.42,jennifer.jones169@example.com
100785,JENNIFER DAVIS,43,Female,U.S.A,15-Mar-2023,68.57,jennifer.davis794@example.com
100154,richard garcia,22,Female,UK,2021/12/19,4470.08,
101288,Karen Rodriguez,19,nan,nigeria,14-Jun-2021,,karen.rodriguez364@example.com
100961,Susan Rodriguez,59,Male,nan,06/07/2022,146.0,susan.rodriguez242@example.com
101343,thomas brown,37,nan,Nigeria,12/08/2023,75.24,thomas.brown513@example.com
100176,  Amara   Williams  ,53,F,Canada,10/05/2023,153.3,amara.williams76@example.com
101369,Zola Mensah,43,M,nigeria,07/20/2023,90.41,zola.mensah414@example.com
101362,Zola Garcia,,nan,UK,12/02/2020,168.3,zola.garcia904@example.com
101416,Susan Ndlovu,34,nan,nigeria,08/03/2020,-63.95,susan.ndlovu220@example.com
100451,Thomas Mensah,48,Male,Kenya,25/05/2020,143.5,thomasmensahAT example dot com
100689,Linda Kimani,26,Female,Nigeria,13-Jul-2021,118.02,linda.kimani516@example.com
101412,Wanjiru Kimani,,F,uk,20/11/2024,$57.63,wanjiru.kimani588@example.com
,Jessica Smith,52,nan,UK,2020/03/09,164.7,jessica.smith347@example.com
100852,michael kimani,29,Male,KENYA,,257.49,michael.kimani862@example.com
100190,James Ndlovu,227,Male,CANADA,29-Mar-2024,,james.ndlovu927@example.com
101270,Michael Williams,52,F,U.K.,,238.85,michael.williams923@example.com
101387,Joseph Garcia,33,m,U.K.,01/14/2022,34.78,joseph.garcia997@example.com
100437,SARAH JOHNSON,52,Female,nan,2024/05/11,108.05,sarah.johnson624@example.com
100562,  Kwame   Ndlovu  ,30,Male,uk,03/01/2022,-63.0,kwame.ndlovu379@example.com
100403,  Jennifer   Mensah  ,31,nan,kenya,01/07/2020,161.91,jennifer.mensah842@example.com
101109,  Kwame   Okafor  ,72,M,Nigeria,2023-08-05,$212.60,kwame.okafor278@example.com
100028,SARAH ABARA,65,Male,Nigeria,2020/07/12,$147.65,sarah.abara117@example.com
100742,Kwame Miller,,Female,canada,19-Aug-2024,170.7,kwame.miller438@example.com
100851,james garcia,30,nan,canada,2023/05/07,,james.garcia793@example.com
100300,Sarah Garcia,53,Female,KENYA,11/29/2023,,
100977,  Charles   Jones  ,53,Male,KENYA,04/11/2021,154.67,charles.jones549@example.com
101031,  James   Martinez  ,69,male,nan,08/03/2020,165.04,james.martinez296@example.com
101264,SARAH NDLOVU,41,M,canada,2020/09/19,-64.84,sarah.ndlovu639@example.com
100867,  Michael   Kimani  ,51,Male,kenya,2023-09-02,$224.94,michael.kimani634@example.com
100469,Susan Brown,41,nan,U.K.,23-Mar-2021,,susan.brown65@example.com
100633,Richard Brown,73,nan,Nigeria,2022-08-06,121.74,richard.brown703@example.com
100568,Zola Jones,67,nan,USA,19-Sep-2021,,zola.jones669@example.com
101003,Wanjiru Smith,,male,nan,,114.45,wanjiru.smith947@example.com
100069,Robert Garcia,52,Female,canada,17-Feb-2022,99.97,robert.garcia736@example.com
100179,Charles Johnson,,male,Nigeria,2022-02-07,$274.21,charles.johnson226@example.com
100548,Karen Ndlovu,49,M,USA,2020/02/14,$68.94,karen.ndlovu404@example.com
100072,Richard Brown,47,Female,nigeria,04-Aug-2021,29.95,richard.brown306@example.com
100590,Thomas Miller,29,male,canada,07-Oct-2023,$14.66,thomas.miller884@example.com
100863,Elizabeth Smith,49,MALE,Kenya,16/09/2020,213.13,elizabeth.smith638@example.com
100187,Michael Williams,60,nan,UK,25/06/2022,9248.2,michael.williams735@example.com
100105,ROBERT DAVIS,68,Male,United Kingdom,05/19/2024,87.38,robertdavisAT example dot com
100376,Patricia Abara,67,nan,USA,08/04/2023,117.77,patricia.abara913@example.com
100898,  Thomas   Kimani  ,68,f,nan,09/23/2024,110.02,thomas.kimani565@example.com
101449,DAVID OKAFOR,51,female,CANADA,2021/03/07,-128.1,david.okafor271@example.com
100919,Karen Garcia,54,nan,CANADA,08-Jan-2021,59.05,
100467,  Chidi   Rodriguez  ,39,Female,us,07/02/2023,670.19,chidi.rodriguez252@example.com
100673,David Jones,63,nan,nan,,31.74,david.jones792@example.com
101481,Charles Abara,52,nan,Canada,04-Jan-2023,185.39,charles.abara792@example.com
100361,Zola Davis,55,Male,UK,07/23/2023,$189.66,zola.davis119@example.com
100040,  David   Miller  ,21,nan,UK,2021/11/16,-55.97,david.miller705@example.com
101034,LINDA KIMANI,66,nan,nigeria,08/19/2024,-146.55,linda.kimani983@example.com
100081,Zola Jones,215,Male,Kenya,not available,$202.04,zola.jones664@example.com
101229,  Mary   Williams  ,70,M,canada,2020/06/22,,mary.williams747@example.com
100602,Elizabeth Johnson,55,m,us,,235.56,elizabeth.johnson692@example.com
100268,Barbara Brown,51,Male,UK,15/02/2024,105.15,barbara.brown636@example.com
101168,JOSEPH MILLER,53,Female,United Kingdom,2021/09/18,40.92,joseph.miller456@example.com
100328,Joseph Ndlovu,39,M,United Kingdom,2022-06-09,186.53,joseph.ndlovu528@example.com
101460,Kwame Ndlovu,,Female,U.S.A,11/05/2020,60.57,kwame.ndlovu146@example.com
100792,THOMAS ABARA,-25,nan,nigeria,2022/02/07,81.97,thomas.abara442@example.com
101325,Jennifer Kimani,27,F,United States,11/14/2023,215.94,
100351,  Amara   Kimani  ,44 years,m,CANADA,2021/03/16,234.68,amara.kimani550@example.com
100101,Wanjiru Williams,58,Female,USA,2022/08/08,15923.45,wanjiru.williams282@example.com
100453,  James   Miller  ,,F,kenya,,313.27,
100824,James Ndlovu,70,Female,CANADA,11/01/2021,212.96,
100835,Chidi Williams,20,F,uk,2022-01-08,$383.31,chidi.williams608@example.com
100033,Wanjiru Mensah,20,Male,Kenya,07/02/2024,,wanjiru.mensah465@example.com
100950,Chidi Miller,56,FEMALE,us,not available,65.16,chidi.miller165@example.com
100530,  Karen   Williams  ,28,nan,kenya,06/05/2020,,karen.williams158@example.com
100492,Elizabeth Smith,55,nan,uk,2021-09-26,322.21,elizabeth.smith793@example.com
100736,  Charles   Ndlovu  ,38,nan,Nigeria,2021/09/09,176.44,charles.ndlovu1@example.com
100523,James Martinez,33,nan,us,not available,252.45,
101436,zola martinez,26,F,U.K.,not available,114.64,zola.martinez971@example.com
101303,linda johnson,267,nan,Kenya,30/08/2022,$99.07,linda.johnson670@example.com
100727,Robert Ndlovu,52,FEMALE,Nigeria,2023-07-29,285.93,robert.ndlovu53@example.com
100971,Chidi Johnson,-13,nan,uk,14/02/2021,62.24,chidi.johnson622@example.com
100982,Linda Williams,18,female,uk,21/12/2020,18308.55,linda.williams641@example.com
100655,jessica mensah,54,nan,uk,05/11/2021,270.16,jessica.mensah314@example.com
100207,Patricia Kimani,,nan,USA,14/05/2023,106.8,patriciakimaniAT example dot com
100915,Elizabeth Williams,71,nan,United Kingdom,,125.8,elizabeth.williams587@example.com
101079,Charles Miller,30,Female,United Kingdom,29-Jan-2021,,charles.miller69@example.com
101448,elizabeth miller,28,Male,Nigeria,2020/05/26,,elizabeth.miller451@example.com
100143,Joseph Smith,49,Male,uk,2022-08-27,$104.86,joseph.smith551@example.com
100318,Wanjiru Martinez,32 years,Male,U.K.,2023/11/09,129.16,wanjiru.martinez595@example.com
100513,Karen Davis,62,Female,canada,04/13/2024,205.11,karen.davis503@example.com
